Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Caribbean small states,CSS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,162.7111689,163.1570173,163.7616688,161.9484188,159.9526269,157.6065405,154.7721234,151.4697761,147.0955472,143.1952475,139.9819708,137.4429419,135.3139737,132.3198031,129.0452999,125.3941465,121.4168042,117.2670719,114.5306427,111.9083142,109.4887705,107.2626159,105.1975934,102.5678416,99.88256129,97.02016443,93.95341198,90.69393103,89.05653844,87.41568298,85.7641578,84.14033968,82.54191339,80.91397845,79.28083898,77.60867052,75.89930566,74.09654799,72.79947977,71.4595551,70.14631538,68.91456457,67.76393881,67.05261852,66.42371107,65.84218308,65.28737217,64.75414873,63.81649268,62.89552359,61.98073372,61.06079526,60.11631075,59.3971353,
Cuba,CUB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,103.0398,111.5194,119.999,122.0792,124.1594,126.2396,128.3198,130.4,132.8796,135.3592,137.8388,140.3184,142.798,136.4782,130.1584,123.8386,117.5188,111.199,106.099,100.999,95.899,90.799,85.699,85.699,85.699,85.699,85.699,85.699,82.3992,79.0994,75.79961,72.49981,69.2,68.9402,68.6804,68.42059,68.16079,67.901,64.3806,60.8602,57.3398,53.8194,50.299,49.2824,48.2658,47.2492,46.23259,45.216,44.7898,44.3636,43.9374,43.5112,43.085,42.9356,
Curacao,CUW,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,105.7542,102.5856,99.417,96.7096,94.0022,91.29481,88.58741,85.88,81.6764,77.4728,73.2692,69.06561,64.862,62.9636,61.0652,59.1668,57.2684,55.37,54.466,53.562,52.658,51.754,50.85,51.076,51.302,51.528,51.75401,51.98,51.8896,51.7992,51.7088,51.6184,51.528,49.927,48.326,46.72499,45.12399,43.523,42.1554,40.7878,39.4202,38.0526,36.685,35.6972,34.7094,33.7216,32.7338,31.746,30.9676,30.1892,29.4108,28.6324,27.854,27.185,
Cayman Islands,CYM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,31.0666,28.4048,25.743,24.6996,23.6562,22.6128,21.5694,20.526,20.608,20.69,20.772,20.854,20.936,22.684,24.432,26.18,27.928,29.676,31.3914,33.1068,34.8222,36.5376,38.253,37.5272,36.8014,36.0756,35.3498,34.624,32.5656,30.5072,28.4488,26.3904,24.332,22.0764,19.8208,17.5652,15.3096,13.054,11.8884,10.7228,9.5572,8.391601,7.226,7.0912,6.9564,6.8216,6.6868,6.552,6.3362,6.1204,5.904601,5.688801,5.473,5.293,
Czech Republic,CZE,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,48.3444,48.4432,48.542,48.1738,47.8056,47.4374,47.06921,46.701,47.349,47.997,48.645,49.293,49.941,51.5728,53.2046,54.8364,56.4682,58.1,57.2552,56.4104,55.5656,54.7208,53.876,53.3602,52.8444,52.3286,51.8128,51.297,49.3052,47.3134,45.3216,43.3298,41.338,36.4116,31.4852,26.5588,21.6324,16.706,15.6368,14.5676,13.4984,12.4292,11.36,11.3114,11.2628,11.2142,11.1656,11.117,9.8748,8.6326,7.3904,6.1482,4.906,4.7348,
Germany,DEU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,37.9798,40.1914,42.403,43.7524,45.1018,46.4512,47.8006,49.15,47.776,46.402,45.028,43.654,42.28,39.7486,37.2172,34.6858,32.1544,29.623,28.1902,26.7574,25.3246,23.8918,22.459,21.3582,20.2574,19.1566,18.0558,16.955,16.7456,16.5362,16.3268,16.1174,15.908,15.3492,14.7904,14.2316,13.6728,13.114,12.9652,12.8164,12.6676,12.5188,12.37,11.8502,11.3304,10.8106,10.2908,9.771,8.5758,7.3806,6.1854,4.9902,3.795,3.4448,
Djibouti,DJI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,43.1298,44.3484,45.567,46.836,48.105,49.374,50.643,51.912,53.1934,54.4748,55.7562,57.0376,58.319,59.013,59.707,60.401,61.095,61.789,62.0704,62.3518,62.6332,62.9146,63.196,64.0066,64.8172,65.6278,66.4384,67.249,67.4414,67.6338,67.82619,68.01859,68.211,60.4202,52.6294,44.8386,37.04781,29.257,28.7866,28.3162,27.8458,27.3754,26.905,25.9346,24.9642,23.9938,23.0234,22.053,21.3668,20.6806,19.9944,19.3082,18.622,18.0812,
Dominica,DMA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,44.1742,45.0426,45.911,45.5226,45.1342,44.7458,44.3574,43.969,40.693,37.417,34.141,30.865,27.589,26.2812,24.9734,23.6656,22.3578,21.05,19.2538,17.4576,15.6614,13.8652,12.069,11.499,10.929,10.359,9.789001,9.219,9.1554,9.091801,9.028201,8.964602,8.901,8.7222,8.543401,8.364601,8.185802,8.007,7.7292,7.4514,7.1736,6.8958,6.618,6.4682,6.3184,6.168601,6.018801,5.869,5.7154,5.5618,5.4082,5.2546,5.101,4.9286,
Dominican Republic,DOM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,167.1112,165.7106,164.31,161.0512,157.7924,154.5336,151.2748,148.016,144.5954,141.1748,137.7542,134.3336,130.913,127.9308,124.9486,121.9664,118.9842,116.002,114.9212,113.8404,112.7596,111.6788,110.598,110.5214,110.4448,110.3682,110.2916,110.215,111.0348,111.8546,112.6744,113.4942,114.314,113.651,112.988,112.325,111.662,110.999,110.719,110.439,110.159,109.879,109.599,109.4194,109.2398,109.0602,108.8806,108.701,106.8784,105.0558,103.2332,101.4106,99.588,97.965,
Algeria,DZA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,125.624,125.624,125.624,123.5016,121.3792,119.2568,117.1344,115.012,112.6814,110.3508,108.0202,105.6896,103.359,101.6092,99.8594,98.1096,96.35979,94.61,86.2926,77.9752,69.65781,61.3404,53.023,49.1188,45.2146,41.3104,37.4062,33.502,31.6746,29.8472,28.0198,26.1924,24.365,22.4658,20.5666,18.6674,16.7682,14.869,13.8312,12.7934,11.7556,10.7178,9.68,9.6814,9.6828,9.6842,9.6856,9.687,9.7562,9.825399,9.894599,9.963799,10.033,9.6298,
East Asia & Pacific (developing only),EAP,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,75.0196222,74.09223676,72.98443188,70.42720082,67.83890481,65.25083129,62.63982949,60.06199598,56.4514208,52.97407171,49.66163672,46.55297753,43.66589904,41.87565598,40.04300254,38.02228016,35.73208054,33.21169548,32.87902786,32.56129674,32.33922217,32.19736443,32.0949487,32.16734099,32.30185069,32.475406,32.6696526,32.87757453,29.98919725,27.19506075,24.51827072,22.00104141,19.66863611,19.82401274,19.87687482,19.73540903,19.37626341,18.83092016,18.97407383,19.00280864,18.95335656,18.82595998,18.65291505,18.40141156,18.27503074,18.31614799,18.54227506,18.93843948,19.1121331,19.3458355,19.58226848,19.80519302,20.01941155,20.31738271,
East Asia & Pacific (all income levels),EAS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,65.95923676,64.77727395,63.65937929,61.47858571,59.38016016,57.40492012,55.54408165,53.73930006,51.03868552,48.26638795,45.54026974,42.87800296,40.33112755,38.71584644,37.04221277,35.2252167,33.19948477,30.96131435,30.70522955,30.4561451,30.28621387,30.18316143,30.11558037,30.18178841,30.28838883,30.41182167,30.53117952,30.64425647,27.95055671,25.35285678,22.87946477,20.56700451,18.43252216,18.56612037,18.61431789,18.49477503,18.18484206,17.71195083,17.88576713,17.96207999,17.97105379,17.91296002,17.81429086,17.62727771,17.54299524,17.59844816,17.80774271,18.1586253,18.28576618,18.46179415,18.6381478,18.80165971,18.95686033,19.19177367,
Europe & Central Asia (developing only),ECA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,62.51276147,62.14262,61.13490676,60.9656785,60.8023257,60.83378028,61.03420438,61.2961051,61.17315142,61.04751807,60.86243496,60.64333373,60.39870079,60.16398402,59.90875065,59.64173726,59.3487064,59.01705938,58.44660967,57.91950652,57.45021634,57.03463126,56.64994544,56.92174821,57.12007618,57.22577143,57.24833814,57.21228363,56.86280201,56.52010297,56.19176834,55.85141149,55.493478,53.37837209,51.26944067,49.19353741,47.1439792,45.1187452,43.49179249,41.84838096,40.18458684,38.50340065,36.80787796,36.49392835,36.20160925,35.939784,35.70100458,35.47455631,34.54874605,33.59064888,32.61827532,31.60809296,30.54779387,29.37000622,
Europe & Central Asia (all income levels),ECS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,39.25863941,39.61123804,39.73351707,39.80173796,39.91453521,40.16343259,40.58390674,41.11509144,41.35613502,41.57219465,41.69501154,41.74158143,41.73732641,41.52999292,41.28082445,40.99338973,40.6461377,40.21906529,39.54857247,38.88128387,38.244712,37.65226231,37.09910569,36.92701194,36.77833704,36.64359139,36.53286936,36.46443735,36.45462184,36.47594197,36.50585701,36.55855647,36.6088915,35.27450556,33.87682593,32.41065004,30.88544268,29.29928015,28.37868408,27.44078776,26.51102826,25.57422324,24.63477317,24.59837243,24.54165072,24.45228095,24.31925277,24.13476616,23.26727616,22.39321959,21.53041453,20.66301592,19.80015621,19.09395038,
Ecuador,ECU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,130.6054,130.1982,129.791,128.8426,127.8942,126.9458,125.9974,125.049,122.9708,120.8926,118.8144,116.7362,114.658,112.385,110.112,107.839,105.566,103.293,101.2654,99.2378,97.2102,95.18259,93.155,92.3518,91.5486,90.7454,89.9422,89.139,88.2924,87.44579,86.59919,85.75259,84.906,84.7142,84.5224,84.3306,84.13879,83.947,84.1486,84.3502,84.5518,84.7534,84.955,84.6648,84.3746,84.0844,83.7942,83.504,82.2096,80.9152,79.6208,78.32639,77.032,75.8974,
"Egypt, Arab Rep.",EGY,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,148.0114,147.5622,147.113,145.5408,143.9686,142.3964,140.8242,139.252,137.006,134.76,132.514,130.268,128.022,127.1236,126.2252,125.3268,124.4284,123.53,121.1216,118.7132,116.3048,113.8964,111.488,105.2416,98.9952,92.7488,86.5024,80.256,79.3228,78.3896,77.45641,76.52321,75.59,72.2332,68.8764,65.51961,62.16281,58.806,57.5416,56.2772,55.0128,53.7484,52.484,51.73,50.976,50.222,49.46799,48.714,47.5642,46.4144,45.2646,44.1148,42.965,41.9872,
Euro area,EMU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,27.64352671,28.58744747,29.46443078,29.96456899,30.49963329,31.12286584,31.87725909,32.74237357,33.06000445,33.33339163,33.4828362,33.5307503,33.53236473,32.58559471,31.63877401,30.71197934,29.80285738,28.88619077,27.48681868,26.08550135,24.68207848,23.27929618,21.878949,20.70561642,19.53373339,18.36421502,17.19937479,16.04099541,15.54317663,15.0475172,14.55609196,14.0730625,13.59528989,13.16366837,12.7247574,12.27081853,11.8007001,11.31720015,11.33353576,11.3403676,11.33844329,11.32630895,11.30535981,11.12965769,10.94423258,10.75351792,10.56074964,10.36727096,9.570536261,8.778961082,7.991074133,7.205688298,6.430220172,6.084867247,
Eritrea,ERI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,119.4878,118.9664,118.445,118.0418,117.6386,117.2354,116.8322,116.429,116.1544,115.8798,115.6052,115.3306,115.056,115.056,115.056,115.056,115.056,115.056,115.056,115.056,115.056,115.056,115.056,114.6736,114.2912,113.9088,113.5264,113.144,114.931,116.718,118.505,120.292,122.079,118.9714,115.8638,112.7562,109.6486,106.541,103.6404,100.7398,97.83921,94.93861,92.038,89.0134,85.9888,82.9642,79.93961,76.915,74.588,72.26099,69.93399,67.60699,65.28,63.2516,
Spain,ESP,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,10.0564,10.3502,10.644,11.0234,11.4028,11.7822,12.1616,12.541,13.4562,14.3714,15.2866,16.2018,17.117,18.8192,20.5214,22.2236,23.9258,25.628,24.752,23.876,23,22.124,21.248,20.0218,18.7956,17.5694,16.3432,15.117,14.0294,12.9418,11.8542,10.7666,9.679,9.3544,9.029799,8.705199,8.380599,8.056,8.499,8.941999,9.384999,9.827999,10.271,10.7666,11.2622,11.7578,12.2534,12.749,12.324,11.899,11.474,11.049,10.624,10.1106,
Estonia,EST,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,21.4402,21.4466,21.453,22.4152,23.3774,24.3396,25.3018,26.264,27.7348,29.2056,30.6764,32.1472,33.618,34.8716,36.1252,37.3788,38.6324,39.886,40.1742,40.4624,40.7506,41.0388,41.327,41.965,42.603,43.241,43.879,44.517,45.0314,45.5458,46.0602,46.5746,47.089,43.7448,40.4006,37.0564,33.7122,30.368,28.6672,26.9664,25.2656,23.5648,21.864,22.0864,22.3088,22.5312,22.7536,22.976,21.7366,20.4972,19.2578,18.0184,16.779,15.8982,
Ethiopia,ETH,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,115.9074,115.8902,115.873,115.7786,115.6842,115.5898,115.4954,115.401,116.1896,116.9782,117.7668,118.5554,119.344,119.6128,119.8816,120.1504,120.4192,120.688,120.9034,121.1188,121.3342,121.5496,121.765,121.282,120.799,120.316,119.833,119.35,119.0148,118.6796,118.3444,118.0092,117.674,117.6464,117.6188,117.5912,117.5636,117.536,115.0704,112.6048,110.1392,107.6736,105.208,102.1698,99.1316,96.0934,93.0552,90.017,87.6876,85.3582,83.0288,80.6994,78.37,76.3382,
European Union,EUU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,33.96027219,34.61351917,35.20531617,35.93251935,36.67876741,37.47295501,38.34144629,39.28552126,38.95820899,38.59191941,38.15507988,37.66312476,37.14205705,36.41718863,35.6360452,34.78288004,33.81937648,32.72673327,31.30178592,29.94350491,28.72443834,27.68420492,26.80404191,26.35714152,25.91494398,25.40226739,24.7844488,24.08021581,23.40949591,22.74218036,22.12547261,21.57941509,21.0687037,20.39538605,19.67130371,18.86609217,17.98306332,17.05565938,16.64157412,16.2411924,15.86857952,15.51322022,15.17456369,15.09816085,15.00200965,14.86972453,14.69415275,14.46453494,13.73504745,13.0167637,12.32034361,11.64990901,11.01661301,10.67616606,
Fragile and conflict affected situations,FCS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,141.2199796,141.5416045,141.7680388,141.4164925,140.914381,140.2683636,139.4832662,138.6166055,136.8598025,135.2253256,133.7826573,132.5588985,131.5202908,130.4468502,129.3914728,128.2765953,127.0761625,125.8141703,123.8217771,121.8292309,119.851485,117.8736843,115.8726506,114.2833135,112.6796515,111.0807221,109.4978383,107.9385395,107.0216524,106.1688605,105.3702811,104.68915,104.0756966,103.6653361,103.1938278,102.6221606,101.9257725,101.1305088,99.80937634,98.56179129,97.45404288,96.50678337,95.68991246,94.78827105,93.87418808,92.9019589,91.86257357,90.77272463,89.56292585,88.33229156,87.08169355,85.78621279,84.43628534,82.9094095,
Finland,FIN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,29.014,29.278,29.542,30.41,31.278,32.146,33.014,33.882,32.7628,31.6436,30.5244,29.4052,28.286,27.3324,26.3788,25.4252,24.4716,23.518,22.1426,20.7672,19.3918,18.0164,16.641,15.8578,15.0746,14.2914,13.5082,12.725,12.456,12.187,11.918,11.649,11.38,10.9968,10.6136,10.2304,9.847201,9.464,9.6894,9.9148,10.1402,10.3656,10.591,10.319,10.047,9.775,9.502999,9.231,9.227,9.223001,9.219001,9.215001,9.211,8.759,
Fiji,FJI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,112.6104,110.2872,107.964,101.3952,94.8264,88.2576,81.6888,75.12,71.893,68.666,65.439,62.212,58.985,59.4504,59.9158,60.3812,60.8466,61.312,60.7704,60.2288,59.6872,59.1456,58.604,59.539,60.474,61.409,62.34401,63.279,63.2982,63.3174,63.3366,63.3558,63.375,59.8604,56.3458,52.8312,49.3166,45.802,44.9414,44.0808,43.2202,42.3596,41.499,42.2478,42.9966,43.7454,44.49419,45.243,44.7638,44.2846,43.8054,43.32621,42.847,42.4092,
France,FRA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,33.9466,35.2468,36.547,36.5406,36.5342,36.5278,36.5214,36.515,36.7978,37.0806,37.3634,37.64619,37.929,36.055,34.181,32.307,30.433,28.559,26.865,25.171,23.477,21.783,20.089,18.8018,17.5146,16.2274,14.9402,13.653,13.1202,12.5874,12.0546,11.5218,10.989,10.7528,10.5166,10.2804,10.0442,9.808,10.0006,10.1932,10.3858,10.5784,10.771,10.6164,10.4618,10.3072,10.1526,9.998,9.1456,8.2932,7.440801,6.588401,5.736,5.5268,
Faeroe Islands,FRO,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,75.3684,75.1512,74.934,74.934,74.934,74.934,74.934,74.934,74.934,74.934,74.934,74.934,74.934,73.7456,72.5572,71.3688,70.1804,68.992,67.9136,66.8352,65.7568,64.6784,63.6,61.5712,59.5424,57.5136,55.4848,53.456,52.4374,51.4188,50.4002,49.3816,48.363,47.6548,46.9466,46.2384,45.5302,44.822,42.7102,40.5984,38.4866,36.3748,34.263,32.4956,30.7282,28.9608,27.1934,25.426,24.052,22.678,21.304,19.93,18.556,17.3932,
Gabon,GAB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,132.0918,134.3924,136.693,138.755,140.817,142.879,144.941,147.003,148.7612,150.5194,152.2776,154.0358,155.794,157.8444,159.8948,161.9452,163.9956,166.046,166.934,167.822,168.71,169.598,170.486,169.6278,168.7696,167.9114,167.0532,166.195,164.0494,161.9038,159.7582,157.6126,155.467,152.779,150.091,147.403,144.715,142.027,138.9624,135.8978,132.8332,129.7686,126.704,124.365,122.026,119.687,117.348,115.009,112.6062,110.2034,107.8006,105.3978,102.995,98.869,
United Kingdom,GBR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,46.9886,48.1098,49.231,49.1846,49.1382,49.0918,49.04541,48.999,47.999,46.999,45.999,44.999,43.999,40.9996,38.0002,35.0008,32.0014,29.002,28.6018,28.2016,27.8014,27.4012,27.001,28.0006,29.0002,29.9998,30.9994,31.999,31.799,31.599,31.399,31.199,30.999,30.9994,30.9998,31.0002,31.0006,31.001,30.2008,29.4006,28.6004,27.8002,27,26.7696,26.5392,26.3088,26.0784,25.848,25.83,25.812,25.794,25.776,25.758,25.7394,
Georgia,GEO,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,99.21279,99.68339,100.154,97.6796,95.2052,92.7308,90.25639,87.782,87.7148,87.6476,87.5804,87.5132,87.446,86.0272,84.6084,83.1896,81.7708,80.352,79.5384,78.7248,77.9112,77.0976,76.284,76.2436,76.2032,76.1628,76.12241,76.082,74.6498,73.21761,71.78541,70.35321,68.921,67.2456,65.5702,63.8948,62.2194,60.544,58.13,55.716,53.302,50.888,48.474,48.9528,49.4316,49.9104,50.38921,50.868,50.0542,49.2404,48.4266,47.6128,46.799,45.9612,
Ghana,GHA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,148.246,148.151,148.056,147.6382,147.2204,146.8026,146.3848,145.967,145.2468,144.5266,143.8064,143.0862,142.366,141.1766,139.9872,138.7978,137.6084,136.419,134.8048,133.1906,131.5764,129.9622,128.348,126.2848,124.2216,122.1584,120.0952,118.032,115.2294,112.4268,109.6242,106.8216,104.019,100.7068,97.3946,94.0824,90.7702,87.458,85.369,83.28001,81.19101,79.10201,77.013,75.1288,73.2446,71.3604,69.4762,67.592,65.7528,63.9136,62.0744,60.2352,58.396,56.8998,
Guinea,GIN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,202.4208,200.0714,197.722,195.3356,192.9492,190.5628,188.1764,185.79,184.4944,183.1988,181.9032,180.6076,179.312,178.9882,178.6644,178.3406,178.0168,177.693,178.0046,178.3162,178.6278,178.9394,179.251,179.698,180.145,180.592,181.039,181.486,181.2192,180.9524,180.6856,180.4188,180.152,178.861,177.57,176.279,174.988,173.697,171.798,169.899,168,166.101,164.202,162.1588,160.1156,158.0724,156.0292,153.986,149.3876,144.7892,140.1908,135.5924,130.994,126.7804,
"Gambia, The",GMB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,198.0144,199.6612,201.308,203.1906,205.0732,206.9558,208.8384,210.721,211.6976,212.6742,213.6508,214.6274,215.604,215.0062,214.4084,213.8106,213.2128,212.615,210.352,208.089,205.826,203.563,201.3,196.8704,192.4408,188.0112,183.5816,179.152,173.9616,168.7712,163.5808,158.3904,153.2,149.2808,145.3616,141.4424,137.5232,133.604,130.3136,127.0232,123.7328,120.4424,117.152,115.9072,114.6624,113.4176,112.1728,110.928,111.9076,112.8872,113.8668,114.8464,115.826,114.061,
Guinea-Bissau,GNB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,107.035,107.035,107.035,103.0518,99.0686,95.0854,91.1022,87.119,95.7466,104.3742,113.0018,121.6294,130.257,125.5602,120.8634,116.1666,111.4698,106.773,109.9154,113.0578,116.2002,119.3426,122.485,124.409,126.333,128.257,130.181,132.105,133.4986,134.8922,136.2858,137.6794,139.073,138.1484,137.2238,136.2992,135.3746,134.45,133.296,132.142,130.988,129.834,128.68,127.6438,126.6076,125.5714,124.5352,123.499,118.6626,113.8262,108.9898,104.1534,99.317,97.0496,
Equatorial Guinea,GNQ,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,125.9118,126.0534,126.195,126.7792,127.3634,127.9476,128.5318,129.116,129.2164,129.3168,129.4172,129.5176,129.618,129.618,129.618,129.618,129.618,129.618,130.12,130.622,131.124,131.626,132.128,132.5844,133.0408,133.4972,133.9536,134.41,134.41,134.41,134.41,134.41,134.41,134.3096,134.2092,134.1088,134.0084,133.908,132.8808,131.8536,130.8264,129.7992,128.772,127.5878,126.4036,125.2194,124.0352,122.851,120.8088,118.7666,116.7244,114.6822,112.64,110.5154,
Greece,GRC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,17.2776,18.1668,19.056,21.2652,23.4744,25.6836,27.8928,30.102,31.7988,33.4956,35.1924,36.8892,38.586,40.766,42.946,45.126,47.306,49.486,48.5522,47.6184,46.6846,45.7508,44.817,41.6786,38.5402,35.4018,32.2634,29.125,26.7508,24.3766,22.0024,19.6282,17.254,16.1252,14.9964,13.8676,12.7388,11.61,11.3898,11.1696,10.9494,10.7292,10.509,10.7398,10.9706,11.2014,11.4322,11.663,11.7022,11.7414,11.7806,11.8198,11.859,11.2526,
Grenada,GRD,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,155.28,152.904,150.528,142.7712,135.0144,127.2576,119.5008,111.744,110.96,110.176,109.392,108.608,107.824,106.5724,105.3208,104.0692,102.8176,101.566,101.3706,101.1752,100.9798,100.7844,100.589,100.31,100.031,99.752,99.473,99.194,96.0462,92.89841,89.75061,86.60281,83.455,79.0572,74.6594,70.2616,65.86381,61.466,59.4034,57.3408,55.2782,53.2156,51.153,49.404,47.655,45.906,44.157,42.408,40.998,39.588,38.178,36.768,35.358,34.1964,
Greenland,GRL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,155.0038,154.1044,153.205,151.1436,149.0822,147.0208,144.9594,142.898,141.8192,140.7404,139.6616,138.5828,137.504,138.0246,138.5452,139.0658,139.5864,140.107,139.7842,139.4614,139.1386,138.8158,138.493,137.076,135.659,134.242,132.825,131.408,130.6458,129.8836,129.1214,128.3592,127.597,126.3004,125.0038,123.7072,122.4106,121.114,119.9708,118.8276,117.6844,116.5412,115.398,113.7576,112.1172,110.4768,108.8364,107.196,105.2016,103.2072,101.2128,99.2184,97.224,95.4606,
Guam,GUM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,103.7064,105.2422,106.778,103.833,100.888,97.943,94.998,92.053,92.2532,92.4534,92.6536,92.85381,93.054,91.7518,90.4496,89.1474,87.8452,86.543,84.952,83.361,81.77,80.17899,78.588,79.7244,80.8608,81.9972,83.1336,84.27,82.9208,81.5716,80.2224,78.87321,77.524,75.9942,74.4644,72.9346,71.4048,69.875,67.3642,64.85339,62.34259,59.83179,57.321,55.2848,53.2486,51.2124,49.1762,47.14,47.7372,48.3344,48.9316,49.5288,50.126,49.8662,
Guyana,GUY,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,129.2452,125.7226,122.2,120.7046,119.2092,117.7138,116.2184,114.723,114.5782,114.4334,114.2886,114.1438,113.999,112.8874,111.7758,110.6642,109.5526,108.441,102.8884,97.3358,91.7832,86.23061,80.678,77.217,73.756,70.29501,66.83401,63.373,64.9912,66.60941,68.22761,69.84581,71.464,72.522,73.58,74.638,75.696,76.754,79.4028,82.05161,84.70041,87.34921,89.998,92.1982,94.3984,96.5986,98.79881,100.999,98.496,95.993,93.49001,90.98701,88.484,87.3866,
High income,HIC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,41.42926144,41.38108094,41.20614722,40.66077863,40.13499838,39.69147984,39.36729617,39.1110708,39.10014234,39.00943338,38.92186918,38.78805248,38.60125169,38.12128332,37.55951358,36.95745846,36.322138,35.61151957,35.12008754,34.57995358,33.99967438,33.38717228,32.7512028,32.27765403,31.79180645,31.30987772,30.83912606,30.39708319,30.43967906,30.54661688,30.74100538,31.04252621,31.46309974,30.63858497,29.78099875,28.85000283,27.86096984,26.81233198,26.19980645,25.5624083,24.91029001,24.23571629,23.54293357,23.43316676,23.29429741,23.11282492,22.88180807,22.60288346,21.77254782,20.93147002,20.08825141,19.23351297,18.38553258,17.74747462,
"Hong Kong SAR, China",HKG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,37.5876,38.4618,39.336,36.8692,34.4024,31.9356,29.4688,27.002,25.2022,23.4024,21.6026,19.8028,18.003,17.4026,16.8022,16.2018,15.6014,15.001,14.0004,12.9998,11.9992,10.9986,9.998,9.1984,8.3988,7.5992,6.7996,6,6.2002,6.4004,6.6006,6.8008,7.001,6.601,6.201,5.801,5.401,5.001,4.7508,4.5006,4.250401,4.000201,3.75,3.6134,3.4768,3.3402,3.2036,3.067,3.111,3.155,3.199,3.243,3.287,3.3204,
